id,author,length,created_at,like_count,retweet_count,full_text,source
1274054840633757699,BreitbartNews,47,2020-06-19 19:01:59,1604,554,"Lie (as usual). 
*yawn* https://t.co/EyeiGaBqUd",SocialFlow
1274049910015393793,BreitbartNews,128,2020-06-19 18:42:23,174,79,Why are the Minnesota Twins only NOW going woke? Were they unaware of their former owner's past comment? https://t.co/D92dg9O7m4,SocialFlow
1274044276457046022,BreitbartNews,170,2020-06-19 18:20:00,797,410,"Hollywood Elites are just regular, down-home folks. After all, who among us hasn't attended a $100,000.00 per person virtual Joe Biden fundraiser? https://t.co/2Sm0JoRrQT",SocialFlow
1274038802013728768,BreitbartNews,149,2020-06-19 17:58:15,2819,1300,"NOLTE: ""Have you noticed that pretty much everyone caught in blackface in America is a Democrat or a Trump-hating celebrity?"" https://t.co/F7uJBdFrQq",SocialFlow
1274035492141531137,BreitbartNews,139,2020-06-19 17:45:06,0,290,RT @SenRuthJohnson: Thank you to @kyleolson4 and @BreitbartNews for drawing attention to the serious issue of absentee ballot applications…,Twitter for iPhone
1274033945626251266,BreitbartNews,142,2020-06-19 17:38:57,637,517,"An illegal alien has been charged with raping an underage girl and providing her with alcohol in Gainseville, Georgia. https://t.co/fthZAvq4Fs",SocialFlow
1274028885110329344,BreitbartNews,196,2020-06-19 17:18:51,879,423,"When conservatives realize the depth and breadth of how Leftist Google is suppressing and targeting them ahead of the November Election, they will be stunned to their core. https://t.co/KyjSy3BidC",SocialFlow
1274023376668024833,BreitbartNews,153,2020-06-19 16:56:57,582,222,"President Donald Trump signed the Uyghur Human Rights Policy Act into law on Wednesday, requiring sanctions on Chinese officials. https://t.co/Yu0PSwQBDG",SocialFlow
1274018299102314497,BreitbartNews,188,2020-06-19 16:36:47,687,373,"POLLAK: ""The Democratic Party is a relic of slavery, Jim Crow, and racism, and should be renamed as a gesture toward achieving social justice in the United States."" https://t.co/Jdaij8vLEt",SocialFlow
1274012806866665475,BreitbartNews,274,2020-06-19 16:14:57,249,191,"The radical enclave in Seattle known as the Capitol Hill Occupied Protest (CHOP) will apparently feature a Juneteenth celebration on Friday that will be restricted to black people, while white people are being asked to provide security and donations. https://t.co/UeGoDYaAGV",SocialFlow
1274007501520977925,BreitbartNews,126,2020-06-19 15:53:52,310,112,"Amy Klobuchar in effect bows out, says Joe Biden should instead ""put a woman of color on that ticket."" https://t.co/St2kWu93Rs",SocialFlow
1274002130014265344,BreitbartNews,153,2020-06-19 15:32:32,376,195,"A black man who used ropes in trees in a park in Oakland as exercise aids is speaking out after they were identified as ""nooses."" https://t.co/9Ykmo2abtj",SocialFlow
1273996587845419009,BreitbartNews,199,2020-06-19 15:10:30,434,405,"A major magazine designed to influence an entire generation of teenagers -- Teen Vogue -- tweeted ""Welcome to Marx!,"" promoting a 2018 article hailing Karl Marx as a ""legend."" https://t.co/fmSbD3viNk",SocialFlow
1273991509604433922,BreitbartNews,66,2020-06-19 14:50:20,190,100,"The compassion, the humanity, and heroism. https://t.co/gY0JgD1U72",SocialFlow
1273986187456319491,BreitbartNews,58,2020-06-19 14:29:11,588,387,Now GEORGE WASHINGTON is a target! https://t.co/O9VsGsNJTF,SocialFlow
1273985775210844162,BreitbartNews,40,2020-06-19 14:27:32,666,206,"Sorry, Leftists. https://t.co/1IgLJIszqY",SocialFlow
1273980406073786368,BreitbartNews,149,2020-06-19 14:06:12,157,65,"Ian Holm, a Britsh actor best known for starring in Chariots of Fire and as Bilbo Baggins in The Lord of the Rings, has died. https://t.co/cM2Yj2Z4rm",SocialFlow
1273975428642988033,BreitbartNews,156,2020-06-19 13:46:26,1206,300,"Jimmy Kimmel, who has been taping his ABC talk show from his home during the coronavirus pandemic, said he is taking the summer off. https://t.co/VKfIAEPRh2",SocialFlow
1273970814526906368,BreitbartNews,261,2020-06-19 13:28:06,320,221,"The stepmother of former Atlanta Police Department officer Garrett Rolfe has purportedly been fired from her job in the wake of Rolfe being charged in the death of Rayshard Brooks, Fox News Channel primetime host Tucker Carlson reported. https://t.co/wr3RuQaHoi",SocialFlow
1273966083893071872,BreitbartNews,169,2020-06-19 13:09:18,75,60,UPDATE: The Los Angeles City Council’s Budget and Finance Committee unanimously voted to submit proposed police funding cuts to the City Council. https://t.co/w1dwAYkevW,SocialFlow
1273960796750561283,BreitbartNews,243,2020-06-19 12:48:17,338,251,"The chief of America’s premier college football conference just sent a stern message to the State of Mississippi: Get the confederate flag out of your state flag, or risk not hosting another SEC Championship game again. https://t.co/4l3iz31QY5",SocialFlow
1273955276853514242,BreitbartNews,161,2020-06-19 12:26:21,1008,253,"Police in Portland, Oregon, quickly tore down a barrier erected by protesters intent on setting up a Capitol Hill Autonomous Zone (CHAZ). https://t.co/g3g066MQyn",SocialFlow
1273949807112073217,BreitbartNews,196,2020-06-19 12:04:37,159,40,President Donald Trump on Thursday said that he had a chance to explore the Tiger King Netflix reality show but did not commit to a full presidential pardon for Joe Exotic. https://t.co/3yQzQUb1WL,SocialFlow
1273944396367630342,BreitbartNews,42,2020-06-19 11:43:07,167,81,"No mask, no flight https://t.co/tihhjspxf1",SocialFlow
1273939095585206272,BreitbartNews,42,2020-06-19 11:22:03,194,95,Gone with the Woke https://t.co/PZ3Jy19FSD,SocialFlow
1273933727614357506,BreitbartNews,36,2020-06-19 11:00:43,274,181,Another one. https://t.co/PhuDwi9N30,SocialFlow
1273827593003859974,BreitbartNews,262,2020-06-19 03:58:59,653,103,"President Donald Trump on Thursday said that NBC’s Saturday Night Live was no longer funny during his presidency, asserting that it was more “mean spirited” and partisan since he beat failed presidential candidate Hillary Clinton in 2016. https://t.co/AnpvjWIFaF",SocialFlow
1273822720443265025,BreitbartNews,70,2020-06-19 03:39:37,10812,7854,These people have been camping out for days... https://t.co/eX7SluZ8T2,Twitter for iPhone
1273822546924888065,BreitbartNews,261,2020-06-19 03:38:56,652,441,"The stepmother of former Atlanta Police Department officer Garrett Rolfe has purportedly been fired from her job in the wake of Rolfe being charged in the death of Rayshard Brooks, Fox News Channel primetime host Tucker Carlson reported. https://t.co/kTAX27odoo",SocialFlow
1273820090870517762,BreitbartNews,257,2020-06-19 03:29:10,631,260,President Donald Trump on Thursday said that former Vice President Joe Biden was “China’s dream” president for the United States as his campaign released an ad claiming that Biden was also endorsed by slain terrorist Osama bin Laden. https://t.co/nQADKElEjh,SocialFlow
1273814892617895936,BreitbartNews,187,2020-06-19 03:08:31,244,91,Sen. Amy Klobuchar (D-MN) stated that 2020 Democratic presidential candidate former Vice President Joe Biden should pick a woman of color to be his vice president. https://t.co/co9bJB24Wt,SocialFlow
1273810415353552899,BreitbartNews,156,2020-06-19 02:50:43,740,259,A Palmdale Sheriff’s Station deputy saved the day after the baby of a woman reportedly attending a nearby protest stopped breathing. https://t.co/h0PEthp5bl,SocialFlow
1273805275083014144,BreitbartNews,153,2020-06-19 02:30:18,1116,417,"President Donald Trump signed the Uyghur Human Rights Policy Act into law on Wednesday, requiring sanctions on Chinese officials. https://t.co/961aNKbokh",SocialFlow
1273800073747607561,BreitbartNews,28,2020-06-19 02:09:38,532,122,WOW! https://t.co/IRLu6sz9tq,SocialFlow
1273794898630754304,BreitbartNews,157,2020-06-19 01:49:04,268,123,"Minnesota's unemployment rate hit 9.9 percent in May, reaching the highest point its ever been in the state, according to state data. https://t.co/u0DRvd1OoT",SocialFlow
1273790935500050434,BreitbartNews,140,2020-06-19 01:33:19,0,332,"RT @AlexMarlow: The Court said that the Trump admin failed to consider “the hardship to DACA recipients” before rescinding DACA.

And how e…",Twitter for iPhone
1273789317345955844,BreitbartNews,181,2020-06-19 01:26:53,517,488,"Officials cut off a gym’s power and water supply Thursday in Oxford, Massachusetts, because it refused to comply with the state’s coronavirus reopening plan. https://t.co/oWJC9vio0z",SocialFlow
1273784184499306501,BreitbartNews,114,2020-06-19 01:06:30,415,211,Democrats want another--wait for it--investigation! This time based on John Bolton's book. https://t.co/pBMlx8grrv,SocialFlow
1273779017020211200,BreitbartNews,158,2020-06-19 00:45:57,118,72,"A pregnant woman suffered serious injuries Thursday after falling from an overpass near a highway in St. Paul, Minnesota, police said. https://t.co/bV1zcnpDnb",SocialFlow
1273773393549176835,BreitbartNews,60,2020-06-19 00:23:37,1051,360,Another Deep State swing and a miss! https://t.co/O1OlHu15xI,SocialFlow
1273767848092094464,BreitbartNews,61,2020-06-19 00:01:35,84,42,"If you ain't a Gator, you must be.... https://t.co/tx0XxNuWgO",SocialFlow
1273762478086934528,BreitbartNews,93,2020-06-18 23:40:14,293,175,"Hillary goes trolling, trashes President Trump in overseas interview. https://t.co/eb1KWu85x3",SocialFlow
1273757017182699527,BreitbartNews,64,2020-06-18 23:18:32,504,300,"A must-watch.

@HawleyMO breaks it down. https://t.co/nzhahmMMdE",SocialFlow
1273752058903113728,BreitbartNews,154,2020-06-18 22:58:50,1422,840,UPDATE: Atlanta police officer Devin Brosnan suffered a concussion and other injuries during the altercation with Rayshard Brooks. https://t.co/87B1SYlqoe,SocialFlow
1273746514058280960,BreitbartNews,85,2020-06-18 22:36:48,348,182,GOP Establishment: WAKE UP! Just 137 days until the Election. https://t.co/bPdAqrcHlh,SocialFlow
1273740966655070208,BreitbartNews,173,2020-06-18 22:14:46,179,76,"POLLAK: Former Officer Garrett Rolfe is being charged with ""felony murder"" in the death of Rayshard Brooks, but it is not clear the doctrine applies. https://t.co/ngpIseF3J9",SocialFlow
1273740886837428226,BreitbartNews,140,2020-06-18 22:14:27,0,205,RT @AlexMarlow: Hillary mocked Trump’s faith saying he “can’t tell you a single thing” in the Bible and that he’s “hijacking Christianity.”…,Twitter for iPhone
1273735516949753864,BreitbartNews,113,2020-06-18 21:53:06,315,157,Cream of Wheat under review to ensure the brand does not contribute to “systemic racism.” https://t.co/0PvXgII0rs,SocialFlow
1273730911083925505,BreitbartNews,115,2020-06-18 21:34:48,795,236,"The FBI used Instagram, an Etsy review, and LinkedIn to identify a rioter accused of arson. https://t.co/WMdAfZF6tH",SocialFlow
1273725607172587522,BreitbartNews,196,2020-06-18 21:13:44,176,122,"The University of Georgia Redcoat Marching Band has dumped Tara’s Theme from its routine because of the song’s connection to the classic Civil War film, Gone With The Wind. https://t.co/ojv2yY6ouz",SocialFlow
1273720503631519754,BreitbartNews,197,2020-06-18 20:53:27,735,448,House Speaker Nancy Pelosi (D-CA) announced on Thursday that four portraits of former speakers who served in the Confederacy — all Democrats — will be removed on Juneteenth. https://t.co/CHJFwNgfkn,SocialFlow
1273715281739816961,BreitbartNews,42,2020-06-18 20:32:42,194,106,"No mask, no flight https://t.co/egpzlamwEd",SocialFlow
1273707671326203908,BreitbartNews,161,2020-06-18 20:02:27,907,285,"Police in Portland, Oregon, quickly tore down a barrier erected by protesters intent on setting up a Capitol Hill Autonomous Zone (CHAZ). https://t.co/n7igRvQqA5",SocialFlow
1273705174985474049,BreitbartNews,140,2020-06-18 19:52:32,0,174,"RT @LibertarianBlue: Dr. Robert Epstein: On Election Day Mark Zuckerberg Can Give One Presidential Candidate 450,000 Votes https://t.co/3qX…",Twitter for iPhone
1273705148406206464,BreitbartNews,140,2020-06-18 19:52:26,0,246,RT @AlexMarlow: Here are some pieces run by the same outlets that have now decided John Bolton is some sort of moral arbiter. https://t.co/…,Twitter for iPhone
1273702521534656512,BreitbartNews,136,2020-06-18 19:42:00,108,45,"New claims for unemployment benefits fell to 1.508 last week, data from the Department of Labor showed Thursday. https://t.co/Lx6tGSSSqq",SocialFlow
1273697054993285120,BreitbartNews,163,2020-06-18 19:20:16,705,434,California Gov. Gavin Newsom (D) on Thursday signed an order making wearing face coverings mandatory while in public or high-risk settings. https://t.co/eWkRBtAw2p,SocialFlow
1273695216617299970,BreitbartNews,155,2020-06-18 19:12:58,478,171,A New Jersey State Trooper and a Good Samaritan are credited for rescuing eight people from a sinking boat at the New Jersey Shore. https://t.co/BJ97EcYsNa,SocialFlow
1273689735316279296,BreitbartNews,149,2020-06-18 18:51:11,431,208,Schumer can hardly believe his luck with George W Bush's SCOTUS pick John Roberts delivering another massive win to Leftists. https://t.co/zIhOZilsQ9,SocialFlow
1273683951622795266,BreitbartNews,141,2020-06-18 18:28:12,1165,1022,"Facebook removed an ad from the Trump campaign earlier today attacking Antifa, citing its policy on “organized hate.” https://t.co/GzRa0AGxtU",SocialFlow
1273682468659499009,BreitbartNews,182,2020-06-18 18:22:19,123,67,"“What I didn’t realize and what I have learned is really black oppression exists here — is alive and well in 2020,” Democrat Virginia Gov. Ralph Northam said. https://t.co/RPk3DZOX4q",SocialFlow
1273676937089749000,BreitbartNews,164,2020-06-18 18:00:20,19713,21846,HORROR: A report has uncovered a Berlin government-backed pedophile network that actively sought to place homeless children with pedophiles. https://t.co/EAhsImFopf,SocialFlow
1273671878620655617,BreitbartNews,155,2020-06-18 17:40:14,471,173,A New Jersey State Trooper and a Good Samaritan are credited for rescuing eight people from a sinking boat at the New Jersey Shore. https://t.co/hHUEF408wa,SocialFlow
